 written on 24Sep2021 at 03:29:14 
  -2.8270001176531787        0.0000000000000000        2.8270001176531787     
   0.0000000000000000        2.8270001176531787        2.8270001176531787     
  -2.8270001176531787        2.8270001176531787        0.0000000000000000     
          16
          19
    6    2    2    6    2    6    2    2    2    1    2    2    2    6    2
    6    2    2    6

   -1   -1    1
    1    1    0.10632460E+00  0.36213036E-16
    2    1   -0.43025732E-03  0.13579323E-01
    3    1   -0.35448220E-01  0.13930014E-01
    4    1    0.12163695E-01 -0.11689629E-01
    5    1   -0.35115289E-01 -0.14325741E-01
    6    1   -0.14050046E-01  0.39461805E-04
    7    1   -0.36856123E-01 -0.87804651E-03
    8    1    0.26669643E-04  0.15601540E-04
    9    1    0.77369571E-01 -0.13025740E-02
   10    1    0.45834473E-03 -0.93671222E-03
   11    1   -0.42342428E+00 -0.29588555E-02
   12    1   -0.63770448E-02  0.48625216E-02
   13    1    0.77183461E-01  0.54329013E-03
   14    1    0.35590295E-02 -0.32868465E-02
   15    1    0.77384401E-01  0.24188537E-02
   16    1    0.11235163E-02 -0.24920724E-03
    1    2   -0.43025732E-03 -0.13579323E-01
    2    2    0.10634272E+00  0.45376496E-17
    3    2   -0.38631063E-04 -0.19378631E-04
    4    2   -0.35168903E-01 -0.14420667E-01
    5    2   -0.12480798E-01  0.12595643E-01
    6    2   -0.36473114E-01 -0.58308336E-03
    7    2    0.13720445E-01  0.10864910E-02
    8    2   -0.35512852E-01  0.13729841E-01
    9    2   -0.43766166E-03  0.76271905E-02
   10    2   -0.29598985E-01  0.17199789E-01
   11    2   -0.50402070E-03 -0.32200558E-02
   12    2    0.76309187E-01  0.49570354E-02
   13    2    0.13929244E-02 -0.16914430E-01
   14    2   -0.29328049E-01 -0.66429283E-02
   15    2    0.44521715E-03 -0.14044180E-01
   16    2   -0.14995384E-01  0.14397627E-01
    1    3   -0.35448220E-01 -0.13930014E-01
    2    3   -0.38631063E-04  0.19378631E-04
    3    3    0.10629844E+00 -0.67525715E-17
    4    3   -0.13756186E-01  0.75371523E-03
    5    3   -0.36452229E-01 -0.68312083E-04
    6    3    0.12263688E-01  0.12820930E-01
    7    3   -0.35522733E-01  0.13577439E-01
    8    3    0.49924605E-03 -0.13578860E-01
    9    3   -0.29412563E-01 -0.17549416E-01
   10    3    0.33636870E-03  0.76406067E-02
   11    3    0.76415514E-01 -0.41079030E-02
   12    3    0.53340691E-03 -0.32002550E-02
