 # excitonic momentum  0.4960410       3.141593      0.0000000E+00
 # excitonic state           1
 # exciton energy:   1.75611814707848     
 # number occupied states           2 (not valid for metallic systems)
 # Number of conduction states           1
 # Number of valence states           1
 # Number of kpoints          27
 # nocpk kx ky kz nc nv re_wf imag_wf
2         0.0000         0.0000         0.000032     0.2237E-01    -0.1044E-02
2         0.0000         0.0000         2.094432     0.2681E-01    -0.2009E-02
2         0.0000         0.0000         4.188832     0.2237E-01    -0.1044E-02
4         0.0000         2.0944         0.000054    -0.8060E-01     0.6967E-01
4         0.0000         2.0944         2.094454    -0.1033E+00     0.8899E-01
4         0.0000         2.0944         4.188854    -0.8060E-01     0.6967E-01
4         0.0000         4.1888         0.000054     0.7268E-01     0.5292E-02
4         0.0000         4.1888         2.094454     0.9374E-01     0.8078E-02
4         0.0000         4.1888         4.188854     0.7268E-01     0.5292E-02
4         2.0944         0.0000         0.000054    -0.2030E-01     0.3082E-01
4         2.0944         0.0000         2.094454    -0.2465E-01     0.3729E-01
4         2.0944         0.0000         4.188854    -0.2030E-01     0.3082E-01
4         2.0944         2.0944         0.000054    -0.1938E+00     0.1143E+00
4         2.0944         2.0944         2.094454    -0.2462E+00     0.1459E+00
4         2.0944         2.0944         4.188854    -0.1938E+00     0.1143E+00
4         2.0944         4.1888         0.000054     0.8167E-01     0.2796E+00
4         2.0944         4.1888         2.094454     0.1040E+00     0.3555E+00
4         2.0944         4.1888         4.188854     0.8167E-01     0.2796E+00
4         4.1888         0.0000         0.000054     0.5533E-02     0.9893E-02
4         4.1888         0.0000         2.094454     0.7534E-02     0.1104E-01
4         4.1888         0.0000         4.188854     0.5533E-02     0.9893E-02
4         4.1888         2.0944         0.000054     0.6385E-01     0.5430E-01
4         4.1888         2.0944         2.094454     0.8143E-01     0.6936E-01
4         4.1888         2.0944         4.188854     0.6385E-01     0.5430E-01
4         4.1888         4.1888         0.000054    -0.3390E+00     0.1284E-16
4         4.1888         4.1888         2.094454    -0.4325E+00    -0.4455E-03
4         4.1888         4.1888         4.188854    -0.3390E+00     0.0000E+00
