 # excitonic momentum   2.094395       4.188790       4.188790    
 # excitonic state           1
 # exciton energy:  0.379087404037019     
 # number occupied states           2 (not valid for metallic systems)
 # Number of conduction states           1
 # Number of valence states           1
 # Number of kpoints          27
 # nocpk kx ky kz nc nv re_wf imag_wf
2         0.0000         0.0000         0.000032     0.6370E-03     0.1493E-03
2         0.0000         0.0000         2.094432     0.7494E-03     0.1791E-03
2         0.0000         0.0000         4.188832     0.6370E-03     0.1493E-03
4         0.0000         2.0944         0.000054     0.1109E-02     0.2078E-03
4         0.0000         2.0944         2.094454     0.1298E-02     0.2384E-03
4         0.0000         2.0944         4.188854     0.1109E-02     0.2078E-03
4         0.0000         4.1888         0.000054    -0.3978E-03    -0.7600E-04
4         0.0000         4.1888         2.094454    -0.4713E-03    -0.9153E-04
4         0.0000         4.1888         4.188854    -0.3978E-03    -0.7600E-04
4         2.0944         0.0000         0.000054    -0.9640E-05    -0.1984E-03
4         2.0944         0.0000         2.094454    -0.1212E-04    -0.2441E-03
4         2.0944         0.0000         4.188854    -0.9640E-05    -0.1984E-03
4         2.0944         2.0944         0.000054     0.1691E-02     0.9230E-03
4         2.0944         2.0944         2.094454     0.2152E-02     0.1172E-02
4         2.0944         2.0944         4.188854     0.1691E-02     0.9230E-03
4         2.0944         4.1888         0.000054    -0.5899E-03     0.1709E-02
4         2.0944         4.1888         2.094454    -0.7335E-03     0.2130E-02
4         2.0944         4.1888         4.188854    -0.5899E-03     0.1709E-02
4         4.1888         0.0000         0.000054    -0.2387E-02     0.2366E-02
4         4.1888         0.0000         2.094454    -0.3012E-02     0.2990E-02
4         4.1888         0.0000         4.188854    -0.2387E-02     0.2366E-02
4         4.1888         2.0944         0.000054     0.3126E+00     0.4175E+00
4         4.1888         2.0944         2.094454     0.4047E+00     0.5405E+00
4         4.1888         2.0944         4.188854     0.3126E+00     0.4175E+00
4         4.1888         4.1888         0.000054     0.2999E-02    -0.6042E-18
4         4.1888         4.1888         2.094454     0.3800E-02    -0.1056E-04
4         4.1888         4.1888         4.188854     0.2999E-02     0.0000E+00
