  0.8930950     it           0 (0.335863042415074,-0.793485737989337)
  0.9465475     it           0 (-0.504021793838937,-1.09372218831576)
  0.9465475     it           0 (-0.198130623146269,0.109556222475991)
   1.000000     it           0 (0.680997218731421,-0.240309063270211)
 
  0.0000000E+00 it           0 (0.727034162530036,-1.892684323734619E-002)
  5.3452484E-02 it           0 (0.727034162530036,-1.892684323734619E-002)
  5.3452484E-02 it           0 (0.727034162530036,-1.892684323734619E-002)
  0.1729759     it           0 (0.649297461834831,0.778382163241689)
  0.1729759     it           0 (0.269184481399922,-1.07546963356419)
  0.2264284     it           0 (0.186992415077448,-1.15005396770384)
  0.2264284     it           0 (-1.06226894543850,0.553363475894071)
  0.2798809     it           0 (-1.06339459143123,0.554196863674277)
  0.2798809     it           0 (-0.957170159904759,0.644455221008760)
  0.4402383     it           0 (0.359400149320805,0.339940431955125)
  0.4402383     it           0 (-0.444677009728421,0.308935523545146)
  0.4936908     it           0 (-3.126331710668025E-002,0.353040828619409)
  0.4936908     it           0 (1.22515058729918,-1.22690670865267)
  0.5471433     it           0 (-6.233449371028692E-002,0.153472457515417)
  0.5471433     it           0 (1.03433034391043,-1.06084521892915)
  0.6666667     it           0 (0.313352776816402,-8.343051144339081E-002)
  0.6666667     it           0 (0.322004718428138,-9.194304885826728E-002)
  0.7201192     it           0 (0.456547555955780,-0.138492909321878)
  0.7201192     it           0 (-0.795717156035034,0.300307445259289)
  0.7735716     it           0 (-1.18953059017405,4.290977629395282E-002)
  0.7735716     it           0 (0.878917072813508,-0.336477535095999)
  0.8930950     it           0 (-0.287528524769181,-1.17619491123815)
  0.8930950     it           0 (-0.334809925198693,-1.10231033225366)
  0.9465475     it           0 (1.02814598354478,-0.629562874689966)
  0.9465475     it           0 (0.162682565456143,-2.749159803179825E-002)
   1.000000     it           0 (1.24070297144036,-0.477724656949484)
 
  0.0000000E+00 it           0 (1.00172491754780,-1.715951067345775E-002)
  5.3452484E-02 it           0 (1.00172491754780,-1.715951067345775E-002)
  5.3452484E-02 it           0 (1.00172491754780,-1.715951067345775E-002)
  0.1729759     it           0 (0.148995897164128,-3.011024597487160E-002)
  0.1729759     it           0 (0.626649602968461,-0.261540492568183)
  0.2264284     it           0 (0.602452348283369,-0.529308382504534)
  0.2264284     it           0 (0.969760801904076,-0.978477930565770)
  0.2798809     it           0 (0.968745356656811,-0.977562802106692)
  0.2798809     it           0 (1.02307897119888,-0.908877045789108)
  0.4402383     it           0 (-0.789765936772283,0.137520092046128)
  0.4402383     it           0 (0.406040192422171,-0.403610855782501)
  0.4936908     it           0 (1.07212125923467,-0.540746628205930)
  0.4936908     it           0 (-0.152696543464852,2.660280993514216E-002)
  0.5471433     it           0 (-0.339553952661311,0.417739738550824)
  0.5471433     it           0 (0.678369573755499,-0.657919695297805)
  0.6666667     it           0 (-0.959715230786000,-1.29026024453936)
  0.6666667     it           0 (-0.961203514661057,-1.29740544721226)
  0.7201192     it           0 (-0.168063053719331,-0.152013614534971)
  0.7201192     it           0 (-1.11321050135155,0.104995389349400)
  0.7735716     it           0 (1.23130802392327,-1.056369344264512E-002)
  0.7735716     it           0 (1.14180174490043,-7.681766565016918E-002)
  0.8930950     it           0 (0.753709100725733,0.390365144647011)
  0.8930950     it           0 (0.782706280910489,0.314303233374150)
  0.9465475     it           0 (-6.542491402189064E-002,6.322956856690165E-002)
  0.9465475     it           0 (-1.52565859762798,0.531054779420433)
   1.000000     it           0 (-0.697932191422439,0.178818140179487)
 
  0.0000000E+00 it           0 (-0.705856143663413,-8.543018730171884E-002)
  5.3452484E-02 it           0 (-0.705856143663413,-8.543018730171884E-002)
  5.3452484E-02 it           0 (-0.705856143663413,-8.543018730171884E-002)
  0.1729759     it           0 (0.447280854333897,0.265629685799655)
  0.1729759     it           0 (0.835459178892270,0.166017137683929)
  0.2264284     it           0 (0.609365270819483,0.551309327295099)
  0.2264284     it           0 (-7.020101843009002E-002,1.429627640912862E-002)
  0.2798809     it           0 (-7.572383073951178E-002,1.847855013792667E-002)
  0.2798809     it           0 (1.75771915072352,0.354593927010045)
  0.4402383     it           0 (1.06001386220837,0.180484199487826)
  0.4402383     it           0 (-0.717915587970178,-1.653277058378204E-002)
  0.4936908     it           0 (0.594140664716065,0.134494580546031)
  0.4936908     it           0 (-0.297139060367173,-0.319861701075863)
  0.5471433     it           0 (-0.653644350305529,-0.846756902323991)
  0.5471433     it           0 (-0.384086635696828,-0.458245961116758)
  0.6666667     it           0 (-0.120149995648171,-0.213291940035747)
  0.6666667     it           0 (-5.474217582404602E-002,-0.265452979249745)
  0.7201192     it           0 (0.393255006222360,-0.623630535244403)
  0.7201192     it           0 (-0.269800047591982,-7.778875901085533E-002)
  0.7735716     it           0 (0.458664263709004,0.121207777479964)
  0.7735716     it           0 (1.57642131421190,0.387920935333907)
  0.8930950     it           0 (1.17309607471271,9.966781345186353E-002)
  0.8930950     it           0 (1.56979462780885,0.114847982338778)
  0.9465475     it           0 (1.84350700473073,-0.139191302105091)
  0.9465475     it           0 (3.039926214279760E-002,-0.621123806833216)
   1.000000     it           0 (0.397501375524740,-0.394748398116969)
 
  0.0000000E+00 it           0 (-2.50738430894511,0.538091960930742)
  5.3452484E-02 it           0 (-2.50738430894511,0.538091960930742)
  5.3452484E-02 it           0 (-2.50738430894511,0.538091960930742)
  0.1729759     it           0 (-0.800917324224553,-0.184713219516063)
  0.1729759     it           0 (-9.647275854178677E-002,-4.467774368375727E-002)
  0.2264284     it           0 (-1.28630979995574,-0.394019905814565)
  0.2264284     it           0 (1.50608739335045,0.414826614939037)
  0.2798809     it           0 (1.49949941175285,0.421252271778230)
  0.2798809     it           0 (0.300823359649307,0.242882234076252)
  0.4402383     it           0 (-0.565172264085651,0.288735173860192)
  0.4402383     it           0 (-1.36622234903230,0.198144984190975)
  0.4936908     it           0 (1.03472717063160,0.146857938977748)
  0.4936908     it           0 (0.501745881852936,0.356032986488333)
  0.5471433     it           0 (0.218488870191094,0.325933806656359)
  0.5471433     it           0 (-3.164632007386219E-002,0.866241853361992)
  0.6666667     it           0 (0.325036158145578,0.240596128585332)
  0.6666667     it           0 (0.227994376134054,0.354454372790176)
  0.7201192     it           0 (0.288117205200804,-1.06472335954528)
  0.7201192     it           0 (-0.822777308890061,-0.193851407407033)
  0.7735716     it           0 (0.946918229096552,0.217130588893683)
  0.7735716     it           0 (-0.139575463017933,-2.573645154458293E-002)
  0.8930950     it           0 (-0.267702225135203,-0.632464570719289)
  0.8930950     it           0 (-0.412274373174332,-0.653159249645641)
  0.9465475     it           0 (5.973023485449613E-002,-0.498953339429336)
  0.9465475     it           0 (1.12346392698297,0.316732342742648)
   1.000000     it           0 (-0.782724098674002,-0.798241368551150)
 
  0.0000000E+00 it           0 (1.29161478120085,-0.355906608303840)
  5.3452484E-02 it           0 (1.29161478120085,-0.355906608303840)
  5.3452484E-02 it           0 (1.29161478120085,-0.355906608303840)
  0.1729759     it           0 (0.661345492560709,1.15997171271422)
  0.1729759     it           0 (-1.10350735875007,-1.490179922746326E-002)
  0.2264284     it           0 (0.520091043218993,-0.191238425545856)
  0.2264284     it           0 (1.94347384859277,0.381317300310567)
  0.2798809     it           0 (1.93795103628351,0.385499574039298)
  0.2798809     it           0 (1.85820468151063,0.520452654400307)
  0.4402383     it           0 (-0.826358167788066,0.208884372085533)
  0.4402383     it           0 (0.393322214169842,-4.134492075353101E-002)
  0.4936908     it           0 (-0.620613636273198,0.210315373485033)
  0.4936908     it           0 (0.357699918505062,0.881879432011650)
  0.5471433     it           0 (-1.51160166557820,-0.233605570284923)
  0.5471433     it           0 (-1.97077700074529,7.380913848931746E-002)
  0.6666667     it           0 (0.482711864545088,-1.22983946307320)
  0.6666667     it           0 (0.548119684369253,-1.28200050228728)
  0.7201192     it           0 (4.939498461127163E-002,0.953421955414653)
  0.7201192     it           0 (1.08552679853232,0.268158227180122)
  0.7735716     it           0 (-0.915990534724686,-0.223695562451180)
  0.7735716     it           0 (0.187512450041950,3.448188867271170E-002)
  0.8930950     it           0 (-0.150423252926012,3.185924119114537E-002)
  0.8930950     it           0 (-0.349757565977698,2.763031526101142E-002)
  0.9465475     it           0 (0.519987677092115,-0.206999874366103)
  0.9465475     it           0 (-5.246093904493721E-002,0.235758845945902)
   1.000000     it           0 (0.357547814075324,-0.253841770835196)
 
  0.0000000E+00 it           0 (1.16370085670806,-0.979429285207214)
  5.3452484E-02 it           0 (1.16370085670806,-0.979429285207214)
  5.3452484E-02 it           0 (1.16370085670806,-0.979429285207214)
  0.1729759     it           0 (0.192811403346337,1.37392027240639)
  0.1729759     it           0 (-0.308033775065651,-1.01094643824488)
  0.2264284     it           0 (-0.188987977088342,-0.586222158018502)
  0.2264284     it           0 (0.436755501356936,-0.439659692143978)
  0.2798809     it           0 (0.440593583477247,-0.446227080497366)
  0.2798809     it           0 (0.371387992828368,-0.531018575673678)
  0.4402383     it           0 (0.627841868967370,-0.852819629691085)
  0.4402383     it           0 (0.490872038910514,-0.719630595275818)
  0.4936908     it           0 (0.340075221854811,-0.336745203648866)
  0.4936908     it           0 (-0.423191027606761,-0.410578742775830)
  0.5471433     it           0 (1.02924066525965,0.621953924701127)
  0.5471433     it           0 (-0.154706800265964,-0.139124621249166)
  0.6666667     it           0 (-0.540546841919609,-0.275035069587026)
  0.6666667     it           0 (-0.590602869951983,-0.287127844413463)
  0.7201192     it           0 (-0.631580790419837,-0.291879259334866)
  0.7201192     it           0 (-0.184185997704045,-1.47989840309805)
  0.7735716     it           0 (0.479219407413910,1.59756651690677)
  0.7735716     it           0 (0.110827212529146,0.751939484652384)
  0.8930950     it           0 (-0.728025135900753,-0.455110775867007)
  0.8930950     it           0 (-0.622548085234378,-0.367231961005425)
  0.9465475     it           0 (-1.20018108850432,-0.774759038059599)
  0.9465475     it           0 (-0.236902479713984,0.161478057687707)
   1.000000     it           0 (-0.240837985301075,0.163272241462731)
 
  0.0000000E+00 it           0 (1.49203728808912,-1.41197294390157)
  5.3452484E-02 it           0 (1.49203728808912,-1.41197294390157)
  5.3452484E-02 it           0 (1.49203728808912,-1.41197294390157)
  0.1729759     it           0 (0.519164267925396,-0.110712949093347)
  0.1729759     it           0 (-0.526898638628586,1.556473478930348E-002)
  0.2264284     it           0 (-1.982279584343870E-002,0.357488849126064)
  0.2264284     it           0 (-0.247996770199347,0.453185523180990)
  0.2798809     it           0 (-0.250993519407372,0.462108067064554)
  0.2798809     it           0 (-0.380507238240654,0.580304689613196)
  0.4402383     it           0 (1.00667272319697,-1.01995461350437)
  0.4402383     it           0 (1.00489474040656,-1.82078867057466)
  0.4936908     it           0 (6.706523612299811E-002,8.646625553702705E-002)
  0.4936908     it           0 (-0.786657575079647,-0.476370996387583)
  0.5471433     it           0 (0.958553351347775,0.731655061180143)
  0.5471433     it           0 (0.639619737535658,0.978896982942897)
  0.6666667     it           0 (-1.52586226721804,4.308010268343413E-003)
  0.6666667     it           0 (-1.44858751470127,1.847847946290924E-002)
  0.7201192     it           0 (-1.31247874880043,3.279914581315897E-002)
  0.7201192     it           0 (0.729278236615187,0.188473317860928)
  0.7735716     it           0 (-0.184499907427029,-7.504418643692176E-002)
  0.7735716     it           0 (0.481489934666828,1.44550094233485)
  0.8930950     it           0 (0.688828490099833,0.516323244211695)
  0.8930950     it           0 (0.674290986249353,0.499826357158493)
  0.9465475     it           0 (1.700106848750964E-002,6.565614294755705E-002)
  0.9465475     it           0 (3.516966758228382E-002,-3.284400024733655E-002)
   1.000000     it           0 (3.202273411387863E-002,-3.387743684305523E-002)
 
  0.0000000E+00 it           0 (-0.284236990316501,0.300955190122499)
  5.3452484E-02 it           0 (-0.284236990316501,0.300955190122499)
  5.3452484E-02 it           0 (-0.284236990316501,0.300955190122499)
  0.1729759     it           0 (0.146887991980933,1.35405292632061)
  0.1729759     it           0 (-2.243392820617645E-002,-0.378426538602911)
  0.2264284     it           0 (-8.994113929783265E-002,-6.046840743205355E-002)
  0.2264284     it           0 (-0.707125814963273,0.657531906353439)
  0.2798809     it           0 (-0.703287732842432,0.650964518001320)
  0.2798809     it           0 (-0.782475457126406,0.652303618327726)
  0.4402383     it           0 (0.451228795227735,-0.833203233747725)
  0.4402383     it           0 (-0.221777367628326,0.599225101228664)
  0.4936908     it           0 (1.12942626931745,-2.22698184165430)
  0.4936908     it           0 (0.540530720437229,0.935201165029623)
  0.5471433     it           0 (-0.831824294887140,-0.860141880918482)
  0.5471433     it           0 (-0.568785319367465,-0.218235077204175)
  0.6666667     it           0 (1.59424370048075,-0.621716978174078)
  0.6666667     it           0 (1.54418767244836,-0.633809753000526)
  0.7201192     it           0 (1.37871403763014,-0.658362836650769)
  0.7201192     it           0 (-0.644827892227147,-0.587650389709165)
  0.7735716     it           0 (1.03818474179061,0.693310089304217)
  0.7735716     it           0 (-0.432380924062730,-0.852237279476855)
  0.8930950     it           0 (-0.661637638313781,-0.386588809297850)
  0.8930950     it           0 (-0.743184215844062,-0.443151381485847)
  0.9465475     it           0 (-1.13379359091737,-0.706237071490433)
  0.9465475     it           0 (-1.46216989006811,0.886821552097244)
   1.000000     it           0 (-1.47129390927705,0.894474778598110)
 
  0.0000000E+00 it           0 (-0.259712165650523,0.350942454433947)
  5.3452484E-02 it           0 (-0.259712165650523,0.350942454433947)
  5.3452484E-02 it           0 (-0.259712165650523,0.350942454433947)
  0.1729759     it           0 (-0.101791856324762,0.229588371620518)
  0.1729759     it           0 (1.70977269092660,0.273021818008840)
  0.2264284     it           0 (1.65147750782299,0.289222505939069)
  0.2264284     it           0 (0.324143769415641,0.116335026489804)
  0.2798809     it           0 (0.322452285271309,0.118743188530476)
  0.2798809     it           0 (0.370489750482475,0.116821877960219)
  0.4402383     it           0 (8.333034132070802E-002,-0.264819045231234)
  0.4402383     it           0 (-0.674608024703291,5.759613175316480E-002)
  0.4936908     it           0 (0.354087319072793,-0.245085202669807)
  0.4936908     it           0 (-0.286230340290180,0.125780028614433)
  0.5471433     it           0 (-0.827455884132373,0.424742051901380)
  0.5471433     it           0 (-0.711032609202580,0.365843176009044)
  0.6666667     it           0 (-0.371004929395766,0.896903360315574)
  0.6666667     it           0 (-0.356455427346537,0.854128046513692)
  0.7201192     it           0 (-0.566076914604943,1.78366120297979)
  0.7201192     it           0 (-0.115879111475695,0.477091462202542)
  0.7735716     it           0 (0.295793402480338,-0.339579620057580)
  0.7735716     it           0 (0.644889357433925,-0.401578685342783)
  0.8930950     it           0 (0.283609369706732,-7.377816628461104E-002)
  0.8930950     it           0 (0.274604449712178,-0.101703299517338)
  0.9465475     it           0 (-0.588766529924715,0.350020749742764)
  0.9465475     it           0 (-3.502940117189392E-002,0.723604089839204)
   1.000000     it           0 (-1.049778072518823E-002,-0.296997870567383)
 
  0.0000000E+00 it           0 (-4.877917429939033E-002,0.157800953796791)
  5.3452484E-02 it           0 (-4.877917429939033E-002,0.157800953796791)
  5.3452484E-02 it           0 (-4.877917429939033E-002,0.157800953796791)
  0.1729759     it           0 (-5.638231262873347E-002,0.387419050239959)
  0.1729759     it           0 (0.491760965342272,1.088915312967414E-002)
  0.2264284     it           0 (0.369327167102480,8.117213787424818E-002)
  0.2264284     it           0 (0.204127179989641,-0.779593903771542)
  0.2798809     it           0 (0.202201664446102,-0.779428791285527)
  0.2798809     it           0 (0.253007280379286,-0.767149383649726)
  0.4402383     it           0 (-1.14037725723648,0.362384906020614)
  0.4402383     it           0 (-0.892549637470452,-1.482271314655259E-002)
  0.4936908     it           0 (0.819104889283542,-0.526757976974612)
  0.4936908     it           0 (-0.417253588769110,0.282256214537810)
  0.5471433     it           0 (0.716473234678051,-0.385286713987465)
  0.5471433     it           0 (-1.16929055767784,0.737293100303159)
  0.6666667     it           0 (-0.492560444358689,1.25884060232310)
  0.6666667     it           0 (-0.508634627372349,1.30527404639562)
  0.7201192     it           0 (-0.237839081013489,-0.134133085197914)
  0.7201192     it           0 (-3.217641845664406E-003,0.618009845369231)
  0.7735716     it           0 (0.399346235701449,-0.282130847266863)
  0.7735716     it           0 (0.235603057590978,-0.254513313451059)
  0.8930950     it           0 (-0.168192351913773,-0.195125909182910)
  0.8930950     it           0 (-0.144986283838612,-0.143451139694284)
  0.9465475     it           0 (1.14551167783739,-0.782941687911414)
  0.9465475     it           0 (6.762295928203424E-003,-0.636908529583873)
   1.000000     it           0 (4.704742139126838E-002,-0.420624651272860)
 
  0.0000000E+00 it           0 (0.991765228955955,0.254424772848588)
  5.3452484E-02 it           0 (0.991765228955955,0.254424772848588)
  5.3452484E-02 it           0 (0.991765228955955,0.254424772848588)
  0.1729759     it           0 (-0.566782445939617,0.115823869399090)
