 #band           1
  0.0000000E+00  -10.85797       1.000000       1.000000    
  3.7238463E-03  -10.86055       1.000000       1.000000    
  7.4476926E-03  -10.86824       1.000000       1.000000    
  1.1171538E-02  -10.88086       1.000000       1.000000    
  1.4895385E-02  -10.89818       1.000000       1.000000    
  1.8619232E-02  -10.91987       1.000000       1.000000    
  2.2343077E-02  -10.94562       1.000000       1.000000    
  2.6066924E-02  -10.97511       1.000000       1.000000    
  2.9790770E-02  -11.00800       1.000000       1.000000    
  3.3514615E-02  -11.04400       1.000000       1.000000    
  3.7238464E-02  -11.08280       1.000000       1.000000    
  4.0962309E-02  -11.12408       1.000000       1.000000    
  4.4686154E-02  -11.16750       1.000000       1.000000    
  4.8410002E-02  -11.21271       1.000000       1.000000    
  5.2133847E-02  -11.25933       1.000000       1.000000    
  5.5857692E-02  -11.30703       1.000000       1.000000    
  5.9581541E-02  -11.35544       1.000000       1.000000    
  6.3305385E-02  -11.40425       1.000000       1.000000    
  6.7029230E-02  -11.45320       1.000000       1.000000    
  7.0753075E-02  -11.50203       1.000000       1.000000    
  7.4476928E-02  -11.55056       1.000000       1.000000    
  7.8200772E-02  -11.59861       1.000000       1.000000    
  8.1924617E-02  -11.64604       1.000000       1.000000    
  8.5648462E-02  -11.69274       1.000000       1.000000    
  8.9372307E-02  -11.73859       1.000000       1.000000    
  9.3096152E-02  -11.78346       1.000000       1.000000    
  9.6820004E-02  -11.82724       1.000000       1.000000    
  0.1005438      -11.86979       1.000000       1.000000    
  0.1042677      -11.91097       1.000000       1.000000    
  0.1079915      -11.95064       1.000000       1.000000    
  0.1117154      -11.98867       1.000000       1.000000    
  0.1154392      -12.02499       1.000000       1.000000    
  0.1191631      -12.05952       1.000000       1.000000    
  0.1228869      -12.09224       1.000000       1.000000    
  0.1266108      -12.12316       1.000000       1.000000    
  0.1303346      -12.15230       1.000000       1.000000    
  0.1340585      -12.17967       1.000000       1.000000    
  0.1377823      -12.20529       1.000000       1.000000    
  0.1415062      -12.22913       1.000000       1.000000    
  0.1452300      -12.25114       1.000000       1.000000    
  0.1489539      -12.27124       1.000000       1.000000    
  0.1526777      -12.28934       1.000000       1.000000    
  0.1564015      -12.30534       1.000000       1.000000    
  0.1601254      -12.31918       1.000000       1.000000    
  0.1638492      -12.33081       1.000000       1.000000    
  0.1675731      -12.34024       1.000000       1.000000    
  0.1712969      -12.34749       1.000000       1.000000    
  0.1750208      -12.35260       1.000000       1.000000    
  0.1787446      -12.35565       1.000000       1.000000    
  0.1824685      -12.35666       1.000000       1.000000    
  0.1824685      -12.35666       1.000000       1.000000    
  0.1867684      -12.35527       1.000000       1.000000    
  0.1910683      -12.35109       1.000000       1.000000    
  0.1953682      -12.34412       1.000000       1.000000    
  0.1996682      -12.33433       1.000000       1.000000    
  0.2039681      -12.32170       1.000000       1.000000    
  0.2082680      -12.30623       1.000000       1.000000    
  0.2125680      -12.28791       1.000000       1.000000    
  0.2168679      -12.26677       1.000000       1.000000    
  0.2211678      -12.24286       1.000000       1.000000    
  0.2254677      -12.21623       1.000000       1.000000    
  0.2297677      -12.18696       1.000000       1.000000    
  0.2340676      -12.15510       1.000000       1.000000    
  0.2383675      -12.12070       1.000000       1.000000    
  0.2426675      -12.08376       1.000000       1.000000    
  0.2469674      -12.04430       1.000000       1.000000    
  0.2512673      -12.00230       1.000000       1.000000    
  0.2555672      -11.95779       1.000000       1.000000    
  0.2598672      -11.91079       1.000000       1.000000    
  0.2641671      -11.86137       1.000000       1.000000    
  0.2684670      -11.80963       1.000000       1.000000    
  0.2727669      -11.75568       1.000000       1.000000    
  0.2770669      -11.69964       1.000000       1.000000    
  0.2813668      -11.64159       1.000000       1.000000    
  0.2856667      -11.58164       1.000000       1.000000    
  0.2899666      -11.51988       1.000000       1.000000    
  0.2942666      -11.45640       1.000000       1.000000    
  0.2985665      -11.39133       1.000000       1.000000    
  0.3028664      -11.32483       1.000000       1.000000    
  0.3071664      -11.25709       1.000000       1.000000    
  0.3114663      -11.18832       1.000000       1.000000    
  0.3157662      -11.11876       1.000000       1.000000    
  0.3200661      -11.04867       1.000000       1.000000    
  0.3243661      -10.97829       1.000000       1.000000    
  0.3286660      -10.90793       1.000000       1.000000    
  0.3329659      -10.83791       1.000000       1.000000    
  0.3372658      -10.76867       1.000000       1.000000    
  0.3415658      -10.70068       1.000000       1.000000    
  0.3458657      -10.63451       1.000000       1.000000    
  0.3501656      -10.57079       1.000000       1.000000    
  0.3544655      -10.51016       1.000000       1.000000    
  0.3587655      -10.45325       1.000000       1.000000    
  0.3630654      -10.40069       1.000000       1.000000    
  0.3673653      -10.35308       1.000000       1.000000    
  0.3716653      -10.31105       1.000000       1.000000    
  0.3759652      -10.27526       1.000000       1.000000    
  0.3802651      -10.24640       1.000000       1.000000    
  0.3845651      -10.22516       1.000000       1.000000    
  0.3888650      -10.21214       1.000000       1.000000    
  0.3931649      -10.20776       1.000000       1.000000    
  0.3931649      -10.20776       1.000000       1.000000    
  0.3953149      -10.20771       1.000000       1.000000    
  0.3974648      -10.20757       1.000000       1.000000    
  0.3996148      -10.20735       1.000000       1.000000    
  0.4017648      -10.20704       1.000000       1.000000    
