 #band           1
  0.0000000E+00  -4.160333      0.0000000E+00   1.000000    
  5.0253114E-03  -4.064001      0.0000000E+00   1.000000    
  1.0050623E-02  -3.753445      0.0000000E+00   1.000000    
  1.5075934E-02  -3.285760      0.0000000E+00   1.000000    
  2.0101245E-02  -2.746476      0.0000000E+00   1.000000    
  2.5126556E-02  -2.233341      0.0000000E+00   1.000000    
  3.0151868E-02  -1.837886      0.0000000E+00   1.000000    
  3.5177179E-02  -1.628322      0.0000000E+00   1.000000    
  4.0202491E-02  -1.637063      0.0000000E+00   1.000000    
  4.5227803E-02  -1.855233      0.0000000E+00   1.000000    
  5.0253112E-02  -2.235147      0.0000000E+00   1.000000    
  5.5278424E-02  -2.700223      0.0000000E+00   1.000000    
  6.0303736E-02  -3.160271      0.0000000E+00   1.000000    
  6.5329045E-02  -3.529170      0.0000000E+00   1.000000    
  7.0354357E-02  -3.741415      0.0000000E+00   1.000000    
  7.5379670E-02  -3.764317      0.0000000E+00   1.000000    
  8.0404982E-02  -3.603530      0.0000000E+00   1.000000    
  8.5430294E-02  -3.300889      0.0000000E+00   1.000000    
  9.0455607E-02  -2.925107      0.0000000E+00   1.000000    
  9.5480919E-02  -2.557275      0.0000000E+00   1.000000    
  0.1005062      -2.274116      0.0000000E+00   1.000000    
  0.1055315      -2.132402      0.0000000E+00   1.000000    
  0.1105568      -2.157633      0.0000000E+00   1.000000    
  0.1155822      -2.339252      0.0000000E+00   1.000000    
  0.1206075      -2.633301      0.0000000E+00   1.000000    
  0.1256328      -2.971944      0.0000000E+00   1.000000    
  0.1306581      -3.277873      0.0000000E+00   1.000000    
  0.1356834      -3.480671      0.0000000E+00   1.000000    
  0.1407087      -3.531756      0.0000000E+00   1.000000    
  0.1457340      -3.414860      0.0000000E+00   1.000000    
  0.1507593      -3.149882      0.0000000E+00   1.000000    
  0.1557847      -2.789270      0.0000000E+00   1.000000    
  0.1608100      -2.407646      0.0000000E+00   1.000000    
  0.1658353      -2.086694      0.0000000E+00   1.000000    
