 #  exciton energy  xx  yy  zz xy  xz  yz  nocpk  nk  nv  nc
         0.3825         0.8883         0.2141         0.5628         0.3201         0.3638        -0.0710         6         1         6         7
         0.6848         7.6410         3.1175         8.5018         4.7631         7.9264         4.7374         6         2         6         7
         0.6966        14.1854         3.5040         7.9924         6.8206         9.6458         5.2053         6         3         6         7
         1.0299         0.2872         2.3338         2.6484         0.7178         0.8249         2.4499         6         4         6         7
         1.0438         5.0783         5.1676         3.2992         4.6048         3.7128         4.1283         6         5         6         7
         1.1917         6.9121         8.1816         6.6042         7.1398         6.7479         6.8545         6         6         6         7
         1.2006         8.9732        13.5254         7.2120         9.9220         8.0293         8.6139         6         7         6         7
         1.2080         2.1157         3.2857         2.3810         2.5720         2.1532         2.7912         6         8         6         7
         1.2097         1.7279         1.6896         0.3769         1.6959         0.4501         0.3609         6         9         6         7
         1.2378        13.9544        35.0669        16.8206        21.3183        15.3194        23.4877         6        10         6         7
         1.2389         3.5864         3.4049         2.6665         2.7084         3.0100         1.8364         6        11         6         7
         1.2420         3.1693         2.0418         1.0181         2.4122         1.6985         1.1437         6        12         6         7
         1.2507         0.0667         7.1633         0.0782         0.6661         0.0713         0.6795         6        13         6         7
         1.3933         6.0861        10.8467         6.3514         7.8209         6.2171         8.0090         6        14         6         7
         1.4067        11.5874        18.2024        10.7131        14.2548        10.9688        13.0251         6        15         6         7
         1.9394         0.4306         1.3387         0.4929        -0.4319         0.4382        -0.6458         6        16         6         7
         1.9438         0.3122         0.9851         0.4926         0.3698         0.3494         0.6497         6        17         6         7
         1.9448         0.8017         0.1266         0.4324         0.2611        -0.5887        -0.1900         6        18         6         7
         1.9460         0.2778         0.0185         0.4288        -0.0711         0.1823        -0.0553         6        19         6         7
         1.9477         0.2027         0.1686         0.3798        -0.1105        -0.2419         0.2312         6        20         6         7
         1.9526         0.4669         0.0037         0.4557        -0.0407        -0.4376         0.0404         6        21         6         7
         2.5875         0.1266         0.0015         0.2262         0.0101         0.0409         0.0151         6        22         6         7
         2.5921         0.7364         0.2488         0.3797         0.4274         0.4909         0.2788         6        23         6         7
         2.5922         0.4580         0.0560         0.0923         0.1424         0.1616         0.0706         6        24         6         7
         2.5950         0.5096         0.0848         0.5702         0.1640         0.5390         0.1763         6        25         6         7
         2.5961         0.2336         0.1460         0.8140         0.1846         0.4360         0.3447         6        26         6         7
         2.6000         0.1386         0.0012         0.0765        -0.0056        -0.0112        -0.0081         6        27         6         7
