 #  energy  xx  yy  zz  xy  xz  yznocpk  nk  nv  nc
         0.3927         0.2369         0.0870         0.5280         0.0878        -0.0945        -0.1984         6         1         6         7
         0.6875         9.1329         2.0263         4.0419         3.8276         5.3507         2.8613         6         2         6         7
         0.6875        13.1140         4.3055        12.1792         7.4370        12.2828         6.7220         6         3         6         7
         1.2038         5.2043         6.9895         4.6390         4.4079         4.9130         4.1059         6         4         6         7
         1.2038         5.0892         6.8239         4.3807         4.3679         4.7172         3.8882         6         5         6         7
         1.2038         0.1089         0.9150         1.2348         0.2940         0.3599         1.0457         6         6         6         7
         1.2038         2.1899         1.6957         0.6932         1.9000         1.0915         0.8632         6         7         6         7
         1.2038         0.5479         1.5792         1.9917         0.7884         0.9713         1.7441         6         8         6         7
         1.2038         1.7465         1.4256         0.3423         1.5522         0.7318         0.6098         6         9         6         7
         1.2384         1.6801         8.5254         1.5680         3.4591         1.6188         3.2259         6        10         6         7
         1.2384         1.5594         8.4990         1.6606         3.3393         1.6032         3.3046         6        11         6         7
         1.2384         9.3373        18.9781        13.3587        13.0770        11.0603        15.0767         6        12         6         7
         1.2384        14.5745        19.8988         9.4744        16.2357        11.6468        13.5249         6        13         6         7
         1.2384         8.8026        17.8401        12.2365        12.3634        10.2260        13.9506         6        14         6         7
         1.2384        12.8455        18.0537         8.9394        14.5425        10.6089        12.5420         6        15         6         7
         1.9455         0.2671         0.3875         0.2016         0.1503        -0.1022         0.1644         6        16         6         7
         1.9455         0.2214         0.4507         0.3646         0.1938        -0.0724         0.2461         6        17         6         7
         1.9455         0.0025         0.4888         1.0206        -0.0141        -0.0397        -0.1736         6        18         6         7
         1.9455         0.0011         0.5446         1.0211         0.0158        -0.0304        -0.1562         6        19         6         7
         1.9455         1.0930         0.4597         0.0017        -0.1087         0.0249        -0.0246         6        20         6         7
         1.9455         0.9892         0.3840         0.0172        -0.2098        -0.0474        -0.0610         6        21         6         7
         2.5934         0.1572         0.1374         0.7987         0.1467         0.3534         0.3312         6        22         6         7
         2.5934         0.0955         0.1063         0.6847         0.1000         0.2550         0.2694         6        23         6         7
         2.5934         0.7955         0.1356         0.1436         0.3282         0.3378         0.1392         6        24         6         7
         2.5934         0.8271         0.1593         0.1746         0.3628         0.3792         0.1667         6        25         6         7
         2.5934         0.1669         0.0143         0.1859        -0.0039         0.1761        -0.0049         6        26         6         7
         2.5934         0.1677         0.0141         0.1847        -0.0046         0.1760        -0.0038         6        27         6         7
