 #  exciton energy  xx  yy  zz xy  xz  yz
         3.5490         0.0131         0.0122         0.0000         0.0111         0.0000         0.0000
         3.5532         0.0060         0.0036         0.0000         0.0022         0.0000         0.0000
         3.5581         0.0258         0.1589         0.0000        -0.0612         0.0000         0.0000
         3.5588         0.0503         0.1392         0.0000        -0.0472         0.0000         0.0000
         3.5610         0.0003         0.0005         0.0000         0.0003         0.0000         0.0000
         3.5621         0.0005         0.0012         0.0000        -0.0006         0.0000         0.0000
         3.5624         0.0014         0.0070         0.0000        -0.0028         0.0000         0.0000
         3.5641         0.0001         0.0003         0.0000         0.0001         0.0000         0.0000
         3.5884         0.1166         0.2226         0.0000        -0.0229         0.0000         0.0000
         3.5885         0.2025         0.1404         0.0000        -0.1635         0.0000         0.0000
         3.5889         0.0794         0.0370         0.0000         0.0525         0.0000         0.0000
         3.5890         0.0092         0.0032         0.0000        -0.0008         0.0000         0.0000
         3.5898         0.0149         0.0197         0.0000        -0.0170         0.0000         0.0000
         3.5900         0.0141         0.0047         0.0000        -0.0049         0.0000         0.0000
         3.6202         0.1619         0.2240         0.0000         0.0314         0.0000         0.0000
         3.6203         0.1622         0.2678         0.0000        -0.0113         0.0000         0.0000
         3.6216         0.0915         0.0050         0.0000        -0.0074         0.0000         0.0000
         3.6217         0.0821         0.0056         0.0000         0.0187         0.0000         0.0000
         3.6222         0.1201         0.1511         0.0000         0.0397         0.0000         0.0000
         3.6224         0.1924         0.2480         0.0000         0.0144         0.0000         0.0000
         3.6268         0.5448         0.2869         0.0000        -0.0316         0.0000         0.0000
         3.6271         0.7131         0.4564         0.0000        -0.1233         0.0000         0.0000
         3.6274         0.0266         0.0198         0.0000         0.0033         0.0000         0.0000
         3.6275         0.0624         0.0081         0.0000        -0.0202         0.0000         0.0000
         3.6282         0.0370         0.3493         0.0000         0.0832         0.0000         0.0000
         3.6283         0.0037         0.1630         0.0000         0.0245         0.0000         0.0000
         3.6303         0.0100         0.0153         0.0000        -0.0061         0.0000         0.0000
         3.6528         0.0686         0.0321         0.0000        -0.0092         0.0000         0.0000
         3.6573         0.2646         0.9224         0.0000        -0.4928         0.0000         0.0000
         3.6579         0.1256         1.0623         0.0000        -0.0618         0.0000         0.0000
         3.6588         0.1195         0.1122         0.0000         0.0681         0.0000         0.0000
         3.6598         1.0450         0.0756         0.0000        -0.1570         0.0000         0.0000
         3.6621         0.0547         0.1031         0.0000         0.0577         0.0000         0.0000
         3.6634         0.0290         0.0117         0.0000         0.0171         0.0000         0.0000
         3.6660         0.0390         0.1938         0.0000         0.0781         0.0000         0.0000
         3.6887         0.8029         0.2696         0.0000         0.3896         0.0000         0.0000
         3.6906         0.9780         0.3371         0.0000        -0.2254         0.0000         0.0000
         3.6911         0.9351         0.3905         0.0000        -0.1731         0.0000         0.0000
         3.6914         0.1072         0.3554         0.0000         0.0032         0.0000         0.0000
         3.6917         0.0502         0.1806         0.0000         0.0437         0.0000         0.0000
         3.6919         0.2800         0.8421         0.0000        -0.1645         0.0000         0.0000
         3.6921         0.0432         0.1980         0.0000         0.0369         0.0000         0.0000
         3.6927         0.0002         0.0400         0.0000        -0.0017         0.0000         0.0000
         3.6998         0.1932         0.6859         0.0000        -0.3606         0.0000         0.0000
         3.7019         0.0238         0.0267         0.0000        -0.0238         0.0000         0.0000
         3.7030         0.0137         0.3935         0.0000         0.0344         0.0000         0.0000
         3.7042         0.0274         0.0135         0.0000        -0.0101         0.0000         0.0000
         3.7068         0.3802         0.8071         0.0000         0.5087         0.0000         0.0000
         3.7117         0.6276         0.0021         0.0000        -0.0123         0.0000         0.0000
         3.7117         0.1958         0.0015         0.0000         0.0166         0.0000         0.0000
         3.7135         0.0039         0.0258         0.0000         0.0093         0.0000         0.0000
         3.7186         0.0355         0.0025         0.0000         0.0078         0.0000         0.0000
         3.7195         0.0001         0.0018         0.0000        -0.0005         0.0000         0.0000
         3.7207         0.0014         0.0002         0.0000         0.0003         0.0000         0.0000
         3.7215         0.0001         0.0004         0.0000         0.0002         0.0000         0.0000
         3.7221         0.0001         0.0001         0.0000        -0.0000         0.0000         0.0000
         3.7227         0.0009         0.0002         0.0000        -0.0003         0.0000         0.0000
         3.7270         0.0001         0.0003         0.0000         0.0001         0.0000         0.0000
         3.7289         0.0006         0.0004         0.0000        -0.0005         0.0000         0.0000
         3.7294         0.0003         0.0001         0.0000        -0.0001         0.0000         0.0000
         3.7299         0.0000         0.0001         0.0000        -0.0001         0.0000         0.0000
         3.7301         0.0000         0.0000         0.0000        -0.0000         0.0000         0.0000
         3.7566         0.0024         0.0058         0.0000        -0.0000         0.0000         0.0000
         3.8031         0.3322         0.5423         0.0000        -0.2644         0.0000         0.0000
         3.8034         0.6699         0.3239         0.0000         0.3432         0.0000         0.0000
         3.8043         0.1231         0.0673         0.0000         0.0888         0.0000         0.0000
         3.8048         0.0078         0.2541         0.0000         0.0274         0.0000         0.0000
         3.8050         0.0978         0.8130         0.0000         0.1132         0.0000         0.0000
         3.8059         0.2957         0.1320         0.0000        -0.1976         0.0000         0.0000
         3.8060         0.3144         0.0231         0.0000        -0.0845         0.0000         0.0000
         3.8062         0.0466         0.1862         0.0000        -0.0931         0.0000         0.0000
         3.8065         0.0694         0.1241         0.0000        -0.0799         0.0000         0.0000
         3.8072         0.3650         0.0616         0.0000         0.0508         0.0000         0.0000
         3.8077         0.6303         0.1410         0.0000        -0.0375         0.0000         0.0000
         3.8078         0.0043         0.2763         0.0000        -0.0332         0.0000         0.0000
         3.8842         0.0761         0.0600         0.0000         0.0343         0.0000         0.0000
